review,sentiment
"Good work life balance, liberal environment, adapt to new technologies implementation, HR policies are good , good transport facility",1
"1- They don't have resource management system at all.
They hire candidate and then there are no work for them.
You will get salary but you will learn nothing in that time period. They don't even care if you are coming to the office or not in that time period.
2- (For girls) if you are working late then they will not provide any transport to go back home.
Or may be for that you will need an approval from your manager and there are also limited number of times only when you can avail this transport by company offer. No security.
3- Not good salary increments.",0
Senior management needs to keep a close eye on the operations of Resource management team  and guide them,0
"1 Nothing
2 Nothing
3 Nothing
4 Nothing
5 Nothing",0
as said if in good project you will work in latest technologies . company going for all latest trends for begineers also good and for experienced also,1
"1. Lengthy bench period.
2. No projects but still hiring people.
3. In-supportive HR panel and management.
4. Lowest salary in all of the MNC's .",0
Good Company to learn latest Technology,1
"Good work life balance
Good for long term",1
"Sudden management changes, non transparency on career path",0
yearly hike is very less.,0
I worked there for 3.5 years and I seriously learned a lot of new things/technologies. which I feel couldn't learn in any other companies.,1
Perks and salary compensation are less,0
Not much salary hike for the employees,0
"Good Work Life Balance, nice projects",1
"Less pay , bad policies , I would suggest if you have quality never join",0
Being an MNC you would still have to deal with the formal dress code which can sometimes be uncomfortable. Learning curve can become stable after a particulate period of time.,0
"Management is reachable, Good Learning & Development Programme, Use of emerging technology, Embrace the change, Good for Senior level professionals, Internal job opportunities",1
great place to retire,0
Nothing as such to be honest,1
Rise in salary is very  low.  NO scope for learning new things,0
"Less compensation , More client project , so have to work on client location so less exposure .",0
Poor salary structure.Recently the cost reduction by higher management,0
great place not for freshers,0
Low to Average Compensation for Beginners & Mid-career folks. No Standard Salary according to Band. Workload maybe high sometimes.,0
"Onsite Opportunity, Good learning, Work Culture",1
Management and HR is very helpful for our employees.,0
Not as such for now.,0
"Good project, Good Team Members and clear vision",1
